Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0016053~organic acid biosynthetic process	43	12.684365781710916	6.287471523280147E-5	946551, 947724, 947723, 946552, 945642, 946204, 948360, 948361, 946888, 945768, 947966, 946531, 947965, 946516, 945109, 947967, 947961, 946495, 946814, 948435, 945258, 944775, 946549, 946877, 945198, 948278, 944798, 946544, 945527, 945076, 949051, 945281, 945553, 948463, 946521, 947691, 946502, 945388, 947022, 948792, 948370, 947971, 945435	241	182	1837	1.8008982718526287	0.021827964372827746	0.002449186821074645	0.08599460749562082
GOTERM_BP_FAT	GO:0044283~small molecule biosynthetic process	45	13.274336283185843	7.973826955346547E-4	946551, 947724, 947723, 946552, 945642, 946204, 947414, 948360, 948361, 946888, 945768, 947966, 946531, 947965, 946516, 945109, 947967, 947961, 946495, 944919, 946814, 945258, 948435, 944775, 946549, 945198, 946877, 948278, 944798, 946544, 945527, 945076, 949051, 945281, 945553, 948463, 946521, 947691, 946502, 945388, 947022, 948792, 948370, 947971, 945435	241	215	1837	1.595387436070636	0.24421094668796606	0.02761094977958689	1.0855264926994845
GOTERM_BP_FAT	GO:0046394~carboxylic acid biosynthetic process	35	10.32448377581121	8.377221920850648E-4	947724, 946551, 947723, 946552, 945642, 948360, 948361, 947966, 946531, 947965, 946516, 947967, 947961, 946495, 946814, 948435, 945258, 944775, 945198, 946549, 948278, 944798, 946544, 945527, 945076, 949051, 945281, 945553, 948463, 946521, 945388, 947022, 948370, 947971, 945435	241	154	1837	1.732365145228216	0.2548455155122763	0.026387751147516902	1.14015180218201
GOTERM_BP_FAT	GO:0008652~cellular amino acid biosynthetic process	30	8.849557522123893	0.0011807759286934325	946551, 946552, 945642, 948360, 948361, 947966, 946531, 947965, 946516, 947967, 947961, 948435, 945258, 944775, 945198, 946549, 944798, 948278, 945527, 946544, 949051, 945076, 945281, 945553, 948463, 946521, 947022, 948370, 947971, 945435	241	127	1837	1.800568497402555	0.33945975874723355	0.03396779094620328	1.6035657236679435
GOTERM_BP_FAT	GO:0040011~locomotion	16	4.71976401179941	0.001782585032326338	946687, 945636, 945646, 945647, 945634, 947456, 947534, 945678, 946684, 945813, 946996, 946344, 945648, 946390, 945639, 946300	241	52	1837	2.3453558889243538	0.46540492104293085	0.0470308474619634	2.411657981113746
GOTERM_BP_FAT	GO:0042330~taxis	16	4.71976401179941	0.001782585032326338	946687, 945636, 945646, 945647, 945634, 947456, 947534, 945678, 946684, 945813, 946996, 946344, 945648, 946390, 945639, 946300	241	52	1837	2.3453558889243538	0.46540492104293085	0.0470308474619634	2.411657981113746
GOTERM_BP_FAT	GO:0006547~histidine metabolic process	7	2.0648967551622417	0.0021772493451147415	946551, 946531, 946552, 946516, 946521, 946549, 946544	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:1902600~hydrogen ion transmembrane transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0000105~histidine biosynthetic process	7	2.0648967551622417	0.0021772493451147415	946551, 946531, 946552, 946516, 946521, 946549, 946544	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0055085~transmembrane transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0006818~hydrogen transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0015992~proton transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0098662~inorganic cation transmembrane transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0015986~ATP synthesis coupled proton transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0034220~ion transmembrane transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0015672~monovalent inorganic cation transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0009145~purine nucleoside triphosphate biosynthetic process	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0009206~purine ribonucleoside triphosphate biosynthetic process	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0098655~cation transmembrane transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0015985~energy coupled proton transport, down electrochemical gradient	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0009127~purine nucleoside monophosphate biosynthetic process	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0009156~ribonucleoside monophosphate biosynthetic process	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0009201~ribonucleoside triphosphate biosynthetic process	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0009142~nucleoside triphosphate biosynthetic process	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0006754~ATP biosynthetic process	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0098660~inorganic ion transmembrane transport	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0009168~purine ribonucleoside monophosphate biosynthetic process	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0009124~nucleoside monophosphate biosynthetic process	7	2.0648967551622417	0.0021772493451147415	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	12	1837	4.446403872752421	0.5346882521087037	0.05317998536057422	2.9382575023267354
GOTERM_BP_FAT	GO:0006812~cation transport	12	3.5398230088495577	0.004481468286068779	948819, 946427, 948247, 945180, 948244, 948245, 948254, 946838, 948252, 948826, 948253, 948242	241	36	1837	2.540802213001383	0.7933090504742422	0.09976734176948643	5.960558919479464
GOTERM_BP_FAT	GO:0006811~ion transport	12	3.5398230088495577	0.005656381472272863	948819, 946427, 948247, 945180, 948244, 948245, 948254, 946838, 948252, 948826, 948253, 948242	241	37	1837	2.4721318829202645	0.8634447824894883	0.11700800039725856	7.467815953052092
GOTERM_BP_FAT	GO:0006520~cellular amino acid metabolic process	41	12.094395280235988	0.00688596325892888	946551, 946552, 945642, 948360, 948361, 944761, 947966, 946531, 947965, 946516, 947967, 948080, 947961, 946837, 948435, 945258, 948785, 948079, 946778, 944775, 946549, 945198, 948278, 944798, 947390, 946544, 945527, 947894, 945076, 947394, 949051, 945281, 945553, 948463, 946521, 947393, 947022, 948370, 947971, 945435, 945382	241	212	1837	1.4741446801847646	0.9115513479099807	0.13295695290649057	9.021202761730729
GOTERM_BP_FAT	GO:0072522~purine-containing compound biosynthetic process	12	3.5398230088495577	0.012951489893631176	946957, 949031, 946794, 948247, 948244, 948245, 948254, 945097, 948252, 948504, 948253, 948242	241	41	1837	2.23094828458658	0.9897005850989569	0.22446625883372462	16.336510246684853
GOTERM_BP_FAT	GO:0006164~purine nucleotide biosynthetic process	12	3.5398230088495577	0.012951489893631176	946957, 949031, 946794, 948247, 948244, 948245, 948254, 945097, 948252, 948504, 948253, 948242	241	41	1837	2.23094828458658	0.9897005850989569	0.22446625883372462	16.336510246684853
GOTERM_BP_FAT	GO:1901293~nucleoside phosphate biosynthetic process	17	5.014749262536873	0.013207978349056782	946957, 945787, 949031, 948247, 946946, 944775, 948244, 948254, 948245, 948504, 948252, 948253, 948242, 946794, 948157, 945097, 948911	241	69	1837	1.8779842443923265	0.9905985258778972	0.217785066586904	16.633484046738133
GOTERM_BP_FAT	GO:0009165~nucleotide biosynthetic process	17	5.014749262536873	0.013207978349056782	946957, 945787, 949031, 948247, 946946, 944775, 948244, 948254, 948245, 948504, 948252, 948253, 948242, 946794, 948157, 945097, 948911	241	69	1837	1.8779842443923265	0.9905985258778972	0.217785066586904	16.633484046738133
GOTERM_BP_FAT	GO:0070589~cellular component macromolecule biosynthetic process	11	3.2448377581120944	0.028433210149194678	947692, 944791, 946321, 946175, 944818, 944813, 946153, 946096, 944814, 948241, 944799	241	40	1837	2.0961618257261407	0.9999599221773178	0.39723891498022335	32.61029549626912
GOTERM_BP_FAT	GO:0006024~glycosaminoglycan biosynthetic process	11	3.2448377581120944	0.028433210149194678	947692, 944791, 946321, 946175, 944818, 944813, 946153, 946096, 944814, 948241, 944799	241	40	1837	2.0961618257261407	0.9999599221773178	0.39723891498022335	32.61029549626912
GOTERM_BP_FAT	GO:0044036~cell wall macromolecule metabolic process	11	3.2448377581120944	0.028433210149194678	947692, 944791, 946321, 946175, 944818, 944813, 946153, 946096, 944814, 948241, 944799	241	40	1837	2.0961618257261407	0.9999599221773178	0.39723891498022335	32.61029549626912
GOTERM_BP_FAT	GO:0009252~peptidoglycan biosynthetic process	11	3.2448377581120944	0.028433210149194678	947692, 944791, 946321, 946175, 944818, 944813, 946153, 946096, 944814, 948241, 944799	241	40	1837	2.0961618257261407	0.9999599221773178	0.39723891498022335	32.61029549626912
GOTERM_BP_FAT	GO:0042546~cell wall biogenesis	11	3.2448377581120944	0.028433210149194678	947692, 944791, 946321, 946175, 944818, 944813, 946153, 946096, 944814, 948241, 944799	241	40	1837	2.0961618257261407	0.9999599221773178	0.39723891498022335	32.61029549626912
GOTERM_BP_FAT	GO:0044038~cell wall macromolecule biosynthetic process	11	3.2448377581120944	0.028433210149194678	947692, 944791, 946321, 946175, 944818, 944813, 946153, 946096, 944814, 948241, 944799	241	40	1837	2.0961618257261407	0.9999599221773178	0.39723891498022335	32.61029549626912
GOTERM_BP_FAT	GO:0009273~peptidoglycan-based cell wall biogenesis	11	3.2448377581120944	0.028433210149194678	947692, 944791, 946321, 946175, 944818, 944813, 946153, 946096, 944814, 948241, 944799	241	40	1837	2.0961618257261407	0.9999599221773178	0.39723891498022335	32.61029549626912
GOTERM_BP_FAT	GO:0071554~cell wall organization or biogenesis	11	3.2448377581120944	0.028433210149194678	947692, 944791, 946321, 946175, 944818, 944813, 946153, 946096, 944814, 948241, 944799	241	40	1837	2.0961618257261407	0.9999599221773178	0.39723891498022335	32.61029549626912
GOTERM_BP_FAT	GO:0006023~aminoglycan biosynthetic process	11	3.2448377581120944	0.028433210149194678	947692, 944791, 946321, 946175, 944818, 944813, 946153, 946096, 944814, 948241, 944799	241	40	1837	2.0961618257261407	0.9999599221773178	0.39723891498022335	32.61029549626912
GOTERM_BP_FAT	GO:0042451~purine nucleoside biosynthetic process	7	2.0648967551622417	0.028907063235845968	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	19	1837	2.8082550775278445	0.9999662293710465	0.38754625749912586	33.058617688832726
GOTERM_BP_FAT	GO:0042455~ribonucleoside biosynthetic process	7	2.0648967551622417	0.028907063235845968	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	19	1837	2.8082550775278445	0.9999662293710465	0.38754625749912586	33.058617688832726
GOTERM_BP_FAT	GO:1901659~glycosyl compound biosynthetic process	7	2.0648967551622417	0.028907063235845968	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	19	1837	2.8082550775278445	0.9999662293710465	0.38754625749912586	33.058617688832726
GOTERM_BP_FAT	GO:0009163~nucleoside biosynthetic process	7	2.0648967551622417	0.028907063235845968	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	19	1837	2.8082550775278445	0.9999662293710465	0.38754625749912586	33.058617688832726
GOTERM_BP_FAT	GO:0046129~purine ribonucleoside biosynthetic process	7	2.0648967551622417	0.028907063235845968	948247, 948244, 948245, 948254, 948252, 948253, 948242	241	19	1837	2.8082550775278445	0.9999662293710465	0.38754625749912586	33.058617688832726
GOTERM_BP_FAT	GO:0006082~organic acid metabolic process	58	17.10914454277286	0.03434276162434453	946551, 946552, 946204, 945642, 945312, 948360, 948361, 946516, 945109, 946495, 946814, 945258, 948079, 946778, 946877, 946549, 944798, 948278, 947390, 945527, 946544, 949051, 947394, 945076, 947393, 946502, 948370, 947971, 945435, 947724, 947723, 947414, 946888, 944761, 945768, 947966, 946531, 947965, 947967, 948080, 947961, 946837, 948435, 948785, 945303, 944775, 945198, 947894, 946367, 945281, 945553, 948463, 946521, 947691, 945388, 947022, 948792, 945382	241	352	1837	1.2559647302904564	0.9999952916029411	0.4273913988604511	38.00747526970076
GOTERM_BP_FAT	GO:0046390~ribose phosphate biosynthetic process	8	2.359882005899705	0.03570418779615087	948247, 948244, 948245, 948254, 945097, 948252, 948253, 948242	241	25	1837	2.4391701244813278	0.9999971304848536	0.4258370651919827	39.192698148840954
GOTERM_BP_FAT	GO:0009260~ribonucleotide biosynthetic process	8	2.359882005899705	0.03570418779615087	948247, 948244, 948245, 948254, 945097, 948252, 948253, 948242	241	25	1837	2.4391701244813278	0.9999971304848536	0.4258370651919827	39.192698148840954
GOTERM_BP_FAT	GO:0009152~purine ribonucleotide biosynthetic process	8	2.359882005899705	0.03570418779615087	948247, 948244, 948245, 948254, 945097, 948252, 948253, 948242	241	25	1837	2.4391701244813278	0.9999971304848536	0.4258370651919827	39.192698148840954
GOTERM_BP_FAT	GO:0009117~nucleotide metabolic process	20	5.899705014749262	0.0407297158183063	946957, 947896, 945787, 947414, 949031, 948247, 946946, 944775, 948244, 948254, 948245, 948504, 948252, 947420, 948253, 948242, 946794, 948157, 945097, 948911	241	97	1837	1.5716302348462163	0.999999541554251	0.4556390066354705	43.38832881288649
GOTERM_BP_FAT	GO:0006753~nucleoside phosphate metabolic process	20	5.899705014749262	0.0407297158183063	946957, 947896, 945787, 947414, 949031, 948247, 946946, 944775, 948244, 948254, 948245, 948504, 948252, 947420, 948253, 948242, 946794, 948157, 945097, 948911	241	97	1837	1.5716302348462163	0.999999541554251	0.4556390066354705	43.38832881288649
GOTERM_BP_FAT	GO:0072521~purine-containing compound metabolic process	13	3.8348082595870205	0.07392542810722827	946957, 949031, 947414, 946794, 948247, 948244, 948245, 948254, 945097, 948252, 948504, 948253, 948242	241	59	1837	1.6795133272382026	0.9999999999980379	0.6598196122738429	65.03525897915492
GOTERM_BP_FAT	GO:0006163~purine nucleotide metabolic process	13	3.8348082595870205	0.07392542810722827	946957, 949031, 947414, 946794, 948247, 948244, 948245, 948254, 945097, 948252, 948504, 948253, 948242	241	59	1837	1.6795133272382026	0.9999999999980379	0.6598196122738429	65.03525897915492
GOTERM_BP_FAT	GO:0009205~purine ribonucleoside triphosphate metabolic process	8	2.359882005899705	0.08592231950853585	947414, 948247, 948244, 948245, 948254, 948252, 948253, 948242	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0009126~purine nucleoside monophosphate metabolic process	8	2.359882005899705	0.08592231950853585	947414, 948247, 948244, 948245, 948254, 948252, 948253, 948242	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0009167~purine ribonucleoside monophosphate metabolic process	8	2.359882005899705	0.08592231950853585	947414, 948247, 948244, 948245, 948254, 948252, 948253, 948242	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0046034~ATP metabolic process	8	2.359882005899705	0.08592231950853585	947414, 948247, 948244, 948245, 948254, 948252, 948253, 948242	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0009123~nucleoside monophosphate metabolic process	8	2.359882005899705	0.08592231950853585	947414, 948247, 948244, 948245, 948254, 948252, 948253, 948242	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0009141~nucleoside triphosphate metabolic process	8	2.359882005899705	0.08592231950853585	947414, 948247, 948244, 948245, 948254, 948252, 948253, 948242	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0009144~purine nucleoside triphosphate metabolic process	8	2.359882005899705	0.08592231950853585	947414, 948247, 948244, 948245, 948254, 948252, 948253, 948242	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0009309~amine biosynthetic process	8	2.359882005899705	0.08592231950853585	947726, 945109, 946204, 945682, 945691, 945485, 945768, 947719	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0009161~ribonucleoside monophosphate metabolic process	8	2.359882005899705	0.08592231950853585	947414, 948247, 948244, 948245, 948254, 948252, 948253, 948242	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0009199~ribonucleoside triphosphate metabolic process	8	2.359882005899705	0.08592231950853585	947414, 948247, 948244, 948245, 948254, 948252, 948253, 948242	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
GOTERM_BP_FAT	GO:0042401~cellular biogenic amine biosynthetic process	8	2.359882005899705	0.08592231950853585	947726, 945109, 946204, 945682, 945691, 945485, 945768, 947719	241	30	1837	2.0326417704011064	0.9999999999999798	0.7026472816125973	70.74852362136275
